variable1,variable2
2.6664,1.1701
0.32293,0.38574
2.0817,4.6675
1.3318,0.562
0.76336,0.78684
0.46988,0.3549
0.82021,0.20405
1.6055,1.039
0.70988,0.9758
0.22015,0.16128
6.2838,8.0703
0.39216,0.2576
0.3682,0.54958
0.39786,0.66912
4.5718,3.1476
0.42603,0.61766
0.39793,0.2817
0.3752,0.70276
0.87063,1.2037
0.23905,0.10253
3.24,1.1075
0.81485,0.79432
0.45374,0.69621
0.652,0.78917
0.39185,1.0468
4.1127,1.6448
4.9605,2.5495
1.7317,1.0444
0.54228,0.34476
4.1344,5.9532
1.6379,0.91101
1.4462,0.45695
1.151,0.61616
1.1787,0.83722
0.52989,0.31414
3.799,3.5832
2.9586,0.81843
0.60801,0.7498
0.16196,0.93178
0.31591,2.1998
0.4336,0.13049
2.8194,2.7013
0.37076,0.75564
1.3347,0.46029
3.4342,7.2784
0.4492,0.15627
5.6024,4.9893
2.3022,1.2725
0.30395,0.1503
2.3878,1.2213
0.63987,0.94029
0.73942,0.19779
0.13628,0.39567
1.222,0.37984
1.9135,1.3519
0.9837,1.0359
0.17542,0.52159
0.53437,1.5184
0.86198,1.0183
1.0944,1.4396
5.3254,5.1919
0.35462,1.5049
1.5761,1.4846
0.43224,2.4835
1.7672,0.5977
1.3755,0.7856
4.5806,3.0619
5.0335,4.5221
0.25849,0.4443
2.4931,1.0657
1.2168,0.61192
1.9376,0.99506
0.61484,0.63999
2.5313,1.3182
0.57933,0.54643
1.1588,2.4782
0.86103,3.3038
1.3994,3.3034
0.36087,0.81582
0.55061,1.823
0.38353,0.24162
1.2507,1.9809
1.7365,0.64759
0.8797,1.5991
1.3431,5.1276
0.50408,0.37604
3.1815,1.1773
0.60169,1.0152
1.5431,0.92706
0.56282,0.71312
2.2468,2.2359
1.6917,7.0234
0.42867,0.47604
2.452,0.32608
0.32589,0.6922
0.85036,1.2449
3.6582,3.433
0.56321,1.0792
0.81377,1.0636
2.3819,0.30317
0.72558,0.3857
4.8492,4.0775
0.83144,3.5764
0.4533,0.8205
3.3477,3.8843
1.3772,0.65362
0.87892,1.2498
4.8697,1.9786
1.9414,0.47478
0.59611,0.18234
0.66329,0.66294
1.5481,0.51864
0.09848,0.071107
0.24173,0.12275
1.6488,1.3102
2.0692,1.0877
1.7519,1.1828
15.07,10.28
0.20304,0.63931
5.754,3.7557
4.57,2.5609
0.29662,1.1934
0.65458,1.0976
0.48919,0.24398
5.0958,9.0625
0.43641,0.70421
0.30268,0.51596
0.6633,0.64677
0.7643,0.81701
0.88587,0.74433
1.7103,1.1141
2.2465,0.71991
0.99892,2.829
0.21635,0.28876
1.4257,1.1692
0.66951,0.73657
0.83425,1.4436
4.5904,1.2778
1.5731,0.34828
0.11143,0.20767
1.013,0.31287
0.81434,1.8547
2.2509,0.6347
3.7102,3.2747
0.56797,2.3983
2.1741,1.1366
1.2272,1.4455
1.1128,0.80063
1.5916,0.89294
0.095934,0.2518
1.0456,1.7042
3.0174,0.22493
0.43463,1.0387
0.13233,0.37468
1.1488,1.1944
0.30513,0.24967
3.7198,1.4199
2.0342,1.4888
0.8193,1.1753
0.69846,0.94464
15.269,1.2388
0.77209,1.2087
1.044,0.99828
2.1954,2.0529
4.0786,3.1927
0.39396,0.40898
1.7908,0.93523
0.1261,0.30455
0.43608,0.50496
2.6663,2.748
0.36782,0.71018
0.21471,0.46668
1.2996,1.6494
2.3487,0.57475
0.074679,0.29216
1.0182,1.0342
0.71314,0.94037
4.1273,3.5054
0.63381,0.81865
2.5958,1.6346
0.90603,0.32298
2.3228,1.4708
0.31622,0.72923
0.55586,0.38666
0.33478,0.30932
0.089236,0.16323
1.8968,1.2004
0.7112,1.295
1.435,4.1626
2.2183,0.52611
0.42132,0.50568
1.6078,1.7918
0.62546,0.72207
0.36805,0.60831
1.4352,1.8497
1.0556,0.52305
0.74257,0.36149
1.052,2.1992
2.9682,2.0638
2.1386,1.3954
1.5511,0.92117
0.84094,0.15712
1.0857,2.674
0.44784,0.21872
0.28813,0.16917
1.3642,2.2562
0.53748,0.6947
1.5933,3.7946
13.708,3.2709
0.40144,0.51192
0.50111,3.4732
0.99264,0.20881
0.42525,0.31686
1.1129,0.98038
0.40007,0.5017
1.8202,2.6221
1.0629,5.2532
0.19174,0.51036
2.3911,8.0628
0.83915,1.6509
0.54537,0.82998
0.47013,0.61592
8.4526,2.7971
0.45868,0.35894
0.58673,0.5035
2.1672,4.6715
0.20316,1.0696
0.70375,1.8824
1.4538,2.07
1.7714,1.8981
0.36126,1.0442
2.5011,2.2825
0.20524,0.74739
0.43966,0.24671
0.14949,0.571
1.0381,0.91825
0.78918,0.66166
0.49897,1.7247
0.51569,0.69937
0.35167,0.17947
3.816,1.1558
1.3347,0.75288
2.4806,2.7365
2.1281,4.6348
0.17337,0.57932
0.7381,0.99453
0.49865,1.0443
12.339,13.353
6.831,1.6849
2.3971,1.0498
0.62594,1.0018
3.9993,1.6202
0.78936,1.1158
0.56869,1.7312
1.7526,11.837
8.0863,1.9674
0.18384,0.61218
1.4859,0.42464
1.9774,0.60863
0.74221,0.56042
0.61013,0.56505
1.3182,0.52631
0.54831,1.9727
0.64496,0.83867
1.1671,2.2296
0.9912,0.13934
0.87681,0.63684
4.6096,1.4522
0.849,0.23391
5.5267,11.627
0.40241,0.71091
0.15108,0.10563
0.29985,0.80245
1.5021,0.73125
1.5446,0.34981
0.91705,3.0685
0.888,2.1225
2.1729,2.3912
1.6851,1.4916
0.35001,1.1041
1.5311,0.27454
1.5259,5.368
0.3579,0.15282
0.90614,0.37823
1.383,2.0361
2.6745,0.47694
0.7809,0.34011
0.61506,1.1057
0.21159,0.3458
0.49443,0.71229
0.84655,0.55637
0.71001,1.9876
0.36294,0.44245
0.53389,0.18052
2.7471,1.8035
0.35676,0.073717
4.9117,1.4216
0.1834,0.36167
1.2166,0.81368
0.22197,0.45691
2.16,2.5055
2.4624,1.1924
1.38,0.71958
0.97618,0.22504
1.0728,0.80058
1.0898,5.1033
1.298,0.3802
5.3688,2.7678
1.8939,0.64819
1.7568,1.5009
0.089743,0.50179
1.3281,0.90065
2.707,2.7955
2.0445,3.5305
6.2918,1.8555
1.6663,2.3492
0.21285,0.22243
0.11801,0.10639
1.0657,0.33992
3.1438,0.68579
3.19,3.4522
0.11811,0.37037
0.7056,1.3182
1.126,0.43866
3.0648,2.1987
0.99575,2.1157
0.36972,0.22747
1.8299,2.5777
0.42611,1.2267
1.5888,3.0266
0.96357,3.4026
0.54879,0.2638
3.825,2.7721
1.5999,0.43352
4.2403,1.5549
5.0733,3.9674
0.69848,0.49231
2.9312,2.1374
0.21308,0.12465
3.8629,0.93645
1.3925,1.243
1.2355,0.21156
1.6753,0.48179
0.52898,1.5655
1.2443,0.78325
0.23717,1.9932
0.23433,0.48216
0.48224,0.31849
0.31167,0.27608
1.0051,0.23223
0.82333,0.47746
0.55602,0.27552
0.43523,0.22338
0.8997,2.9251
4.5393,7.6053
0.64362,1.0736
2.6679,0.91936
1.4223,2.4115
1.0789,0.58644
0.1983,0.24674
0.50647,1.4255
0.32465,0.35135
0.26153,0.23366
1.5553,6.0533
0.35737,0.38973
0.99848,2.7378
1.4181,4.0095
3.2087,1.5884
0.086968,0.30439
0.59132,0.4043
0.11781,0.78314
0.38401,0.20263
0.1616,0.29018
1.0485,0.50699
1.4449,2.2965
0.92987,0.37482
4.1156,1.9747
3.2472,1.2063
0.6016,0.64106
0.11301,0.17952
2.6622,2.3693
1.504,0.70279
1.3774,1.9801
0.18842,0.70714
0.68986,1.25
0.28657,0.49848
0.97223,4.0966
0.53767,1.3485
1.7749,1.6516
4.3059,1.2314
0.28909,0.45738
1.4722,0.90574
3.0004,3.9494
3.6769,1.6248
0.41957,0.64854
0.19154,0.98694
1.4976,3.9394
0.64865,0.67032
1.9992,1.0723
15.543,4.6064
1.6451,1.9256
1.7323,0.84262
0.13542,0.12432
0.26457,0.48812
8.3618,1.03
2.6046,0.61425
2.9008,0.81861
3.4764,3.9301
1.6889,0.70545
1.9197,0.31734
3.7072,2.968
3.3669,1.2562
0.44932,1.0837
4.1448,1.3588
5.047,3.2371
1.6141,0.91882
0.82706,0.75037
0.97635,1.7105
3.2422,1.7559
11.601,10.951
3.2743,1.8566
0.50492,2.4683
2.5336,9.5129
4.8144,8.0157
2.3416,0.50349
0.82938,1.8141
0.90686,1.5493
4.4052,3.1274
8.1616,10.011
4.2225,5.2505
0.86707,0.51524
1.7787,0.58623
1.7266,1.0606
1.936,0.90551
0.68207,0.34856
0.54126,0.42854
1.0976,0.37844
3.2807,1.9328
0.72567,0.41327
1.4509,0.36954
0.51885,0.32511
0.11248,0.2631
0.53722,0.77671
0.2387,0.44195
0.22638,0.2275
2.9558,1.3221
1.2825,0.75885
2.0391,1.1315
0.38421,0.43041
0.28925,0.23749
0.27655,0.11641
1.6375,0.3175
0.22619,0.062326
2.4986,4.9048
0.45306,0.16726
0.28423,0.3972
1.3471,0.27792
0.90509,1.978
0.63565,2.0268
0.52278,0.84906
0.76851,0.51093
0.25125,0.050305
0.66232,0.76468
2.1122,0.64497
0.1087,0.34962
1.3457,1.6527
1.1748,0.49075
5.8332,1.9497
0.085667,0.72738
3.7064,18.433
0.60971,0.53272
3.5271,0.73028
3.8936,2.7257
0.80963,0.77971
3.4986,2.2221
0.4368,2.9745
0.39549,1.1828
6.119,1.2277
1.7822,4.4257
1.2016,4.1987
2.8028,6.2624
2.5542,4.1241
1.5763,1.101
1.1168,0.9611
5.9866,4.1312
0.20227,0.31187
1.325,0.54482
0.56909,1.9715
0.96441,0.43956
1.4831,0.56655
2.7687,9.9444
1.777,1.305
1.124,1.0306
4.0904,2.1198
0.97363,0.37367
0.66653,2.347
3.4127,3.7503
0.17906,0.27721
0.78691,0.54063
0.64343,0.68822
1.2435,1.1866
0.59807,2.479
0.8594,2.1758
0.33415,0.5554
1.3767,0.86006
1.5749,3.5445
0.5247,0.54534
0.26427,0.38528
1.333,0.66189
0.61589,0.28318
0.14276,0.17988
1.0099,0.86128
0.31542,0.22737
1.9136,1.4787
5.6424,3.6568
0.94534,0.45453
2.8107,2.7705
1.7019,0.89967
0.80158,0.49889
1.1254,0.98632
0.39713,0.46287
1.1415,0.86005
0.35619,0.65658
1.1626,0.97239
2.9005,2.2348
1.3622,1.3059
0.75913,1.5625
0.59796,0.3078
0.53275,0.56049
2.4698,4.8429
0.409,0.62054
6.1279,4.8284
1.9189,0.79696
0.95076,5.0252
2.2539,7.0225
0.12628,0.40787
2.7164,3.4561
0.31756,0.621
2.1254,3.2934
1.5422,1.2711
1.1892,0.3438
0.16008,0.62388
4.6852,8.7897
0.47695,0.36638
15.649,10.661
0.87958,1.3624
0.5341,1.177
1.1081,1.344
3.2612,1.3258
0.2223,0.80145
0.50676,0.26244
1.8402,1.2364
0.29601,2.0816
4.4432,4.2763
1.5193,1.2306
0.8023,2.7682
0.11503,0.42018
1.696,0.5558
3.1317,0.99905
0.47442,0.29785
0.21232,0.15212
0.62279,0.7802
0.30254,0.29438
0.68991,0.93002
4.8222,5.4018
1.1534,1.9969
2.9765,1.7306
9.3605,6.1753
0.26193,1.1628
1.6621,2.5266
0.95299,0.38728
2.5528,1.3718
0.658,0.4064
0.6071,1.4976
0.60107,0.37438
2.356,3.504
0.51016,0.65219
2.8877,0.84624
1.0079,0.046829
1.3245,0.93023
4.0942,0.65893
0.85964,0.80923
4.1505,4.6584
3.437,2.9483
4.0724,0.91355
2.8959,1.6385
4.977,6.1433
0.35032,1.394
0.58547,0.79457
0.099735,0.25434
0.31597,0.34925
1.1893,0.64164
1.0249,3.6156
0.49316,1.4254
0.1386,0.99338
1.3525,0.89439
0.55583,0.39132
0.59146,0.43284
4.6374,2.5041
0.6149,0.22629
0.75107,0.99253
1.5135,0.54991
2.6988,0.30466
1.2454,0.75564
0.65566,0.94876
1.5168,3.9075
0.98833,1.626
5.3663,16.652
4.0183,7.5463
2.7962,0.66373
0.55411,1.6601
1.3011,0.40415
3.5459,2.3661
2.3,1.6812
0.1909,0.26223
0.26934,0.26624
1.8466,0.62331
0.15622,0.21676
0.40085,0.27919
0.3263,0.2893
5.7336,0.58536
2.5441,1.0358
1.8048,1.0979
0.10193,0.38198
3.7199,2.7746
1.9571,3.6908
1.4648,0.63375
1.9228,0.37554
0.68952,1.9672
1.3055,0.26571
0.85053,0.80507
1.7048,0.88023
2.1031,3.1838
5.0147,3.7923
2.9078,2.6688
0.47934,0.73374
0.49919,0.30549
0.20396,0.20347
1.4304,2.8757
0.96911,1.0514
0.11907,0.076126
1.025,1.9637
0.37376,0.59572
0.25192,0.49292
1.7919,1.6094
2.2908,3.5679
0.20154,0.25302
1.0637,1.3521
0.62399,11.214
0.83621,1.1896
3.322,13.284
2.4417,2.0189
2.9013,0.74566
0.23863,0.29917
1.2133,0.84222
0.85545,1.0675
0.79884,3.9193
0.34518,0.35938
0.23001,0.14765
2.3839,1.173
0.7266,0.58677
0.84598,1.1316
1.2423,0.47771
0.52594,0.61485
0.28817,0.6694
0.60292,0.61001
1.0474,1.4639
0.49729,0.54222
3.0763,2.5714
0.67286,2.1426
1.9003,0.42344
4.5308,4.7891
2.905,2.4045
2.8326,2.5799
1.5289,0.79965
2.1261,2.0378
0.13998,0.30302
0.70367,1.5096
1.7098,0.32444
0.37591,0.25618
1.0891,0.46004
1.3439,1.9535
4.795,5.7952
1.6916,1.9118
1.7118,1.3062
0.31006,1.2833
1.2137,1.4835
0.20208,0.70259
2.9807,0.7133
0.85362,0.87989
0.36165,1.6723
0.12537,0.19176
9.6981,14.227
6.0356,2.0989
0.50619,0.50829
0.7612,1.1263
1.8248,1.6203
1.6416,0.75103
0.4387,1.1224
0.28956,0.77992
1.3879,3.5394
1.3823,1.4335
5.5821,6.1938
0.65216,0.75551
0.2272,0.30809
0.36585,0.70563
1.126,2.3677
0.95252,1.3258
0.41851,0.39367
3.5711,0.95164
5.7137,1.7611
2.9076,2.6688
0.29254,1.1169
8.6863,4.7891
0.50107,0.086752
0.25974,0.4186
0.54877,1.5448
2.0266,0.93788
1.0276,0.65954
1.5738,0.66488
1.4625,3.032
2.1361,0.74206
1.0625,0.9477
0.57665,1.8604
0.9815,0.48557
0.35474,0.15489
0.29917,0.23999
0.96545,1.2851
0.32538,0.21673
4.054,0.68543
0.4364,0.22471
0.38828,1.4647
3.2258,2.9291
2.4728,0.71348
1.4009,2.5778
1.1628,0.44498
2.1846,1.6699
3.3614,2.9172
0.27377,1.1923
2.1894,3.5283
1.5051,2.1601
7.2455,4.6558
0.90317,1.2603
4.2432,0.7407
0.50695,0.33831
2.0699,0.9713
0.37289,0.90677
1.5398,1.7147
0.29819,0.39943
0.70053,0.53478
0.19606,0.094718
1.9493,4.4988
1.6783,0.42691
0.42019,0.29472
0.51555,1.6812
0.70908,0.99792
3.0633,6.9641
2.0485,2.2953
16.296,3.3313
0.37188,0.64702
0.93583,1.4321
0.26272,0.49874
1.8325,2.9013
0.12247,0.40404
0.36415,0.91614
4.9708,4.9353
0.55475,0.55856
0.42157,1.0911
1.5002,1.4705
5.4668,7.956
3.2643,1.0727
1.6437,0.39773
0.99606,0.47023
0.35099,0.33763
1.1828,0.70836
0.55221,0.30289
0.4022,0.4545
0.42748,0.28746
0.22712,1.2511
0.064554,0.097363
0.30099,0.32835
1.1371,0.44027
1.1825,3.2794
2.677,1.849
4.1395,6.4394
2.0319,1.7316
1.7195,3.2898
3.9163,1.2958
0.61392,1.4121
2.3351,2.0736
1.7496,1.814
1.9642,2.7666
0.65711,1.0296
0.87793,1.5215
0.31725,0.71025
4.1016,4.304
1.9489,0.91718
1.1362,1.1549
1.6786,3.8797
0.97902,0.46141
0.77526,2.0481
2.5388,6.5179
1.6533,2.2812
3.0486,2.2461
0.5366,0.55368
1.7497,0.30539
1.4642,0.84084
2.1047,1.1093
0.5083,0.53282
0.2972,0.84423
1.8381,0.7919
0.74354,0.64097
0.86208,0.50106
0.12826,0.22444
0.93924,0.73013
0.37163,1.1342
0.39274,0.47373
10.924,4.3432
4.491,1.9778
1.1024,0.72443
1.5568,0.39792
0.37692,0.45859
0.13468,0.7288
0.9697,0.86504
1.559,1.2133
0.46401,0.92148
0.25223,0.31362
1.5549,4.0298
0.76606,1.2284
1.0139,1.361
1.2704,0.96506
0.37618,1.2099
0.81396,0.095917
0.49359,0.47506
1.042,2.132
0.63455,0.44444
0.7013,0.59872
2.5499,1.8376
0.5455,1.1764
0.47247,0.66912
2.5617,1.1095
1.2477,0.30344
4.1494,5.128
0.36043,0.35701
0.72739,0.2414
1.2628,0.48147
1.4181,3.1655
3.4072,1.336
5.8854,8.1407
0.82318,1.7414
1.5791,1.1275
1.9785,0.99334
0.96155,1.3471
2.1233,1.6016
0.40654,0.54287
0.58073,0.96139
2.5708,2.0633
0.54216,0.13152
1.7607,2.3127
0.26431,1.2788
4.4621,5.9738
0.49061,1.9366
0.87085,5.3658
0.29839,0.31129
0.81986,1.6892
0.17313,1.0221
0.98528,0.4869
0.85886,1.5702
2.2648,0.35492
0.64305,0.34351
0.77942,1.0186
0.51338,0.85349
0.66152,1.4848
17.429,1.4514
0.68942,0.43605
0.23519,0.95171
2.9159,1.3621
1.3174,0.44183
1.9749,0.92801
0.49602,0.19932
0.29881,0.80296
0.13329,0.44548
1.9175,1.6679
0.48729,1.3456
1.4048,2.0979
0.26038,1.1652
0.67676,0.73768
0.78493,3.8739
2.6799,1.5114
0.28484,0.29362
1.3107,1.018
2.0751,1.138
1.7638,2.6739
0.30699,0.1156
1.7791,3.1548
0.37199,1.1253
9.8411,7.0049
0.58381,0.16285
0.92335,2.4747
0.63546,1.0686
0.42345,0.44072
7.8256,11.736
0.26108,0.69162
1.0978,0.54139
0.56489,0.5018
2.4267,5.0703
0.096123,0.2473
1.4305,0.49124
1.6592,1.7146
0.55906,0.61524
0.71966,2.7005
0.82653,0.76538
0.99472,0.73562
0.86779,0.54241
0.57515,1.2492
0.81942,0.50947
0.96106,2.5419
6.5189,5.8763
2.6476,2.3834
2.8402,2.5508
1.8405,2.1784
0.30843,0.33497
4.6105,5.8434
1.8331,1.2182
2.6709,0.25959
0.19972,0.19678
0.55003,4.1804
0.61204,0.23692
3.1839,5.4745
0.80199,0.59504
3.2753,2.0049
15.739,3.8617
0.48447,0.90901
0.12839,0.22964
1.1974,0.6918
0.58197,0.44489
0.16818,0.64476
1.8531,4.851
6.4572,9.5718
0.28439,0.23827
0.31359,0.77729
2.3256,2.1222
0.95967,0.85856
2.9795,1.981
1.7416,1.6835
0.71151,0.34678
0.28713,0.11243
0.085034,0.20423
0.24432,0.52477
0.37846,1.1199
1.3179,0.2791
0.53763,2.6784
2.3179,0.8992
1.2034,0.80057
3.3023,5.8766
0.16785,0.59049
2.1914,2.6013
1.627,0.56906
0.26892,0.65965
0.61649,0.37255
17.359,12.968
2.8455,0.26911
0.63551,0.48196
1.8543,1.0302
1.656,3.3577
0.93747,0.8042
0.51085,0.36824
1.0461,0.56097
0.28119,0.16509
0.90918,1.6619
0.61067,0.38267
7.249,3.5076
2.2843,2.0816
1.3063,0.56606
0.60325,0.60733
8.3105,4.4931
0.49277,0.83017
1.062,0.74478
1.7963,0.94787
0.9526,1.7263
2.0536,1.5663
1.0114,0.55425
0.78166,1.3081
6.2865,2.6041
0.896,1.2424
1.1348,5.2271
2.0551,4.3146
3.0974,1.312
2.2492,1.3132
0.93492,0.6413
0.23895,0.28732
0.29166,0.63633
2.6668,2.6832
0.45923,1.5203
0.31874,0.44155
4.4272,2.7132
3.2223,2.4059
0.35136,1.6826
4.0336,1.8934
0.43796,0.37
0.59698,0.34218
0.87882,0.75324
0.66385,0.10771
4.7962,0.78835
2.7259,1.1201
0.84777,0.50079
1.6985,1.9899
2.0251,0.85131
1.042,2.8346
1.0593,1.0452
0.56189,0.56075
4.302,9.6403
1.4892,1.6196
0.73079,1.3053
2.3343,3.9306
0.6973,0.24661
0.3179,0.52983
2.8456,1.4905
1.9768,9.7347
1.3044,3.1475
0.33358,0.077553
0.22788,0.20581
0.5641,0.31975
0.74965,0.82679
6.2897,2.8365
0.4364,0.34155
0.54554,0.25534
0.40659,1.4355
0.23409,0.26266
2.8884,2.2364
0.64802,0.22373
1.2588,3.3029
2.531,3.6496
0.59993,15.665
0.40542,0.66541
1.1304,1.0026
2.6099,1.9607
0.74416,0.87515
0.32219,0.26864
0.55192,1.0045
0.36289,0.20484
1.8694,2.6824
1.019,1.3046
3.6803,1.6687
1.2039,0.58601
0.34567,0.31162
8.3938,3.2914
2.308,1.3865
3.214,0.6021
0.84677,0.87467
1.7692,13.862
3.3851,0.69256
2.1533,1.5938
0.29394,0.64316
1.5838,0.54597
0.7414,1.2347
3.0303,3.3507
1.2294,0.71428
1.2464,9.1253
1.1761,0.48273
0.20092,0.24658
5.0132,1.6919
0.26609,0.1384
2.9149,5.8282
2.1345,1.1171
0.78313,0.58475
4.5703,4.0631
3.1041,2.073
0.5047,0.74219
0.27244,0.15137
1.793,3.9816
7.0514,1.3784
1.5212,1.5551
3.3743,3.1921
0.34297,0.45362
0.81013,1.2189
2.3876,10.911
1.999,1.0024
0.77056,1.5771
1.0656,0.98281
0.29788,1.4378
3.3814,5.0726
3.1297,2.3072
0.12529,0.19697
2.0514,1.2761
0.16477,0.4741
0.2759,0.2737
1.3808,0.92269
0.62612,0.50771
0.3251,0.77696
1.2553,1.2732
6.9804,2.5524
1.465,0.74813
3.6731,0.45828
1.1034,1.4288
0.301,0.32462
0.18995,0.5788
0.11595,0.32214
0.072683,0.23032
2.8778,3.0383
0.80561,5.5954
0.4073,1.1244
0.6008,0.45607
2.12,2.844
0.98897,3.7503
5.5634,1.9597
2.2868,2.8092
0.50469,0.84949
3.261,8.1776
0.89554,0.7954
0.31302,0.68259
1.0922,0.61744
1.4099,1.9624
0.30383,1.7075
1.6375,1.3636
0.89618,0.897
0.96505,4.4232
0.095039,0.068407
0.69194,0.33095
1.0692,1.7391
0.20134,0.58876
2.1085,1.6565
0.51076,0.60499
1.8233,2.5031
2.2688,4.0873
0.66785,0.93811
0.44344,0.28182
3.7622,1.576
0.0747,0.33516
0.43583,0.84465
1.7255,5.0069
1.9455,3.3431
4.1467,3.5685
0.67652,0.97283
1.1121,0.2492
8.4662,0.82682
0.39888,0.95362
0.67392,0.17881
0.82383,0.44808
2.1049,2.1268
1.4746,0.52498
0.23233,0.038609
2.6136,1.4749
0.23142,1.417
2.3949,0.61175
1.0919,0.4935
1.5781,2.4555
0.90396,2.0527
0.58641,0.29461
0.43368,0.4463
1.084,1.4758
1.5759,1.413
1.3375,0.95498
0.92717,0.46014
0.56807,0.37937
0.89465,0.72639
0.5406,0.67911
4.3865,2.3697
1.5829,6.0489
1.4164,2.3335
6.4422,4.1938
1.1782,0.86834
0.41192,0.57457
1.1363,1.5248
0.23506,0.28697
1.1256,1.4817
2.5425,3.3306
0.25882,1.0378
2.713,2.9225
7.605,2.3536
3.5622,8.7365
0.56161,0.63166
1.3823,0.57409
0.88635,8.8387
0.79014,0.47892
0.68933,0.93451
3.8844,1.7978
1.3877,1.2609
0.55371,1.3937
1.4551,1.0755
0.67895,2.2148
5.345,40.13
1.8421,0.93968
1.2508,0.14576
0.27197,0.53827
0.66909,0.40867
1.6812,1.9531
0.56766,0.18631
1.0371,4.4169
2.9922,0.87698
2.1873,4.351
1.4364,1.0119
2.5604,0.97706
0.87503,3.3744
1.1017,0.38411
0.41041,0.38438
1.3531,2.7379
5.8913,0.83758
3.3541,4.8476
0.42076,1.5844
0.12404,0.17681
3.0982,3.0482
0.92254,0.33216
1.4672,1.8641
1.724,2.4134
1.0882,1.352
0.39691,0.3366
0.92936,2.2037
0.10946,0.19398
1.6245,2.3416
1.2558,0.57038
1.3101,3.3598
1.1747,0.8242
1.1633,0.71738
0.71521,1.4291
0.73314,1.0591
2.1251,1.0728
0.40488,1.48
0.9306,2.114
0.84593,2.0488
1.1188,0.77073
0.63961,0.62332
0.56875,0.14988
0.44427,2.3386
0.66021,2.398
1.0832,2.4819
0.7688,1.6446
0.76683,0.84518
1.702,5.3272
2.146,2.573
0.68615,2.0679
0.41164,2.0116
0.79498,1.4656
0.42742,0.51778
0.35072,0.798
0.58636,0.33326
3.4265,0.84243
1.0748,1.2911
1.1361,0.39566
0.74492,1.1701
0.7859,0.70142
0.94972,0.18321
0.88097,0.98945
0.91661,0.65675
0.54466,0.61356
0.84278,2.1364
0.36602,0.29638
0.18805,1.19
4.299,15.253
1.1262,0.17566
1.2789,2.043
0.47552,0.17039
0.61308,1.0636
3.7414,2.4501
1.0159,0.58741
1.0707,0.44564
3.7468,4.7732
2.1007,1.6153
0.5327,0.35056
0.51756,2.0752
0.62221,0.75082
0.64709,0.4014
3.8415,2.1497
2.5387,1.0674
0.17943,0.24322
0.13962,0.64357
0.46222,0.69267
0.48026,0.28017
1.9508,0.72694
3.185,1.8649
1.6938,1.3007
0.10217,0.90348
1.3985,3.2867
0.83823,0.36397
1.6533,1.3216
3.1895,1.814
1.2251,0.42404
0.35563,0.24103
0.53537,0.43611
0.39391,0.72082
1.2688,0.35244
0.62229,1.4185
1.5978,0.93298
4.6706,0.54346
1.538,0.89722
1.5466,5.2407
1.008,1.3258
1.5104,4.5362
2.1687,3.0685
1.7216,0.43471
1.1944,1.1126
7.997,5.6953
0.44189,0.20046
0.81977,0.85441
0.50885,1.1191
1.5494,0.6253
1.667,1.8301
1.4232,0.44552
0.30448,0.28253
3.4918,6.9511
0.32676,0.4189
3.3783,1.4695
1.5871,0.70819
1.1789,0.68375
0.71002,0.58185
0.36601,0.31043
0.81425,0.47319
1.6413,1.3589
2.2589,0.91239
1.2568,0.72239
2.6152,3.4408
1.358,1.0932
5.5835,3.3573
0.1626,0.32313
4.4639,7.2363
1.0627,2.338
0.65685,0.61488
2.9494,5.5713
1.1972,0.8423
1.533,1.3181
2.5274,2.1734
0.91771,0.30914
0.32821,1.7715
0.51802,0.2359
0.43933,0.64773
2.1638,2.3812
4.7447,7.2487
0.64563,0.72456
0.25141,0.2458
0.69647,0.81024
6.9358,3.2824
1.0352,0.78968
0.41945,1.1441
1.1289,0.46794
1.214,0.65482
1.1969,0.3877
1.6454,0.48645
0.73786,0.49506
8.5274,1.2956
0.53636,0.48413
1.6752,1.6114
0.34603,1.0904
0.87221,1.084
0.50835,0.71525
0.38628,1.6248
5.6008,1.4955
0.33845,0.14049
2.6557,2.7053
0.26344,1.7607
0.44777,1.8359
1.964,0.87493
2.1431,0.38067
0.33566,0.37427
12.79,23.166
0.52244,0.61156
0.75675,0.6183
2.7119,1.2742
0.95098,0.49246
2.1462,0.37804
1.0833,0.9805
0.5617,0.50148
1.1073,1.251
4.4609,0.56415
4.956,1.3502
1.7259,4.5279
2.9616,1.4557
9.7662,11.68
0.43637,0.63558
1.765,0.41267
0.56071,1.1543
1.371,0.29891
28.538,5.3601
0.59785,0.42752
0.71575,1.8162
1.6744,1.3651
0.51083,1.4568
2.5923,2.2901
0.74995,1.3465
4.0485,1.3404
7.7337,5.9395
4.9819,4.2078
0.38583,0.19271
1.0202,0.82061
0.94751,1.1149
1.3076,1.0602
2.0357,0.96369
0.32351,0.58162
1.9491,1.5817
0.15196,0.4374
0.82308,0.62212
0.91509,1.9525
2.8166,2.0478
2.0345,2.3341
0.53231,0.92144
0.457,0.14956
0.72607,1.1362
1.215,2.4164
0.5556,1.3423
0.80433,0.70721
2.1108,0.36963
0.19633,0.64721
2.6188,2.477
0.85184,1.7275
1.1582,2.3498
0.16958,0.07832
0.32852,0.72578
0.89384,1.0321
7.7283,10.858
1.5259,1.0105
1.9675,0.7106
3.0443,10.029
3.0052,1.0313
0.58873,0.45833
0.57434,0.24546
0.51261,0.29523
2.0939,1.4918
1.0621,2.945
2.8082,2.3496
