SampleLogFunc,mean,logStd
-14935.097,-.13566867E-01,.16916716E-02
-14935.233,-.11741375E-01,.30359458E-02
-14937.286,.18601882E-01,-.38010532E-02
-14937.286,.18601882E-01,-.38010532E-02
-14934.395,-.37776380E-01,-.19816646E-01
-14935.868,-.35020786E-01,-.70847996E-02
-14935.749,.64493353E-02,.10559001E-01
-14935.298,.11208701E-01,.70809651E-02
-14934.536,.14506675E-02,.81279018E-03
-14934.293,-.25459111E-02,-.36653126E-02
-14934.099,-.18371014E-01,-.15309790E-01
-14934.068,-.28716807E-01,-.18365929E-01
-14933.929,-.14765402E-01,-.10135135E-01
-14936.215,-.44664233E-01,-.35242441E-01
-14934.005,-.18718902E-01,-.14390582E-01
-14934.906,-.45022275E-01,-.22652186E-01
-14934.441,.41434401E-03,-.20612251E-02
-14935.005,-.43368962E-01,-.28270516E-01
-14934.301,-.19998406E-01,-.17871964E-01
-14934.299,-.27950968E-01,-.10454995E-01
-14934.058,-.26467846E-01,-.18009502E-01
-14936.382,.23247733E-01,.11870980E-01
-14935.885,-.49137977E-01,-.34057579E-01
-14937.164,-.64951547E-01,-.35550336E-01
-14934.275,-.28407808E-01,-.20921940E-01
-14934.115,-.30148953E-01,-.14497755E-01
-14934.602,-.41056565E-01,-.23429615E-01
-14935.518,.12591320E-01,-.23797782E-04
-14935.725,-.27685681E-01,-.28117937E-01
-14934.057,-.27083424E-01,-.12508964E-01
-14934.124,-.13711496E-01,-.44908654E-02
-14934.732,-.54168228E-02,-.11599840E-01
-14936.644,-.54230961E-01,-.19804070E-01
-14934.437,-.13179266E-01,-.16833312E-02
-14933.934,-.13713590E-01,-.85998748E-02
-14936.712,.26591233E-01,.11571812E-01
-14934.953,-.42192237E-01,-.27981783E-01
-14935.084,-.40419526E-01,-.28964961E-01
-14934.431,-.23279114E-01,-.20272707E-01
-14934.431,-.23279114E-01,-.20272707E-01
-14934.569,-.62420128E-02,.13509554E-02
-14933.968,-.21513836E-01,-.15134561E-01
-14934.142,-.88355688E-02,-.91061386E-02
-14939.214,.40155140E-01,.10249933E-01
-14934.663,.39583408E-02,-.98315865E-03
-14933.960,-.23482491E-01,-.11381033E-01
-14934.590,-.37386862E-01,-.15939046E-01
-14938.072,.24449431E-01,-.15166760E-02
-14935.374,-.18610745E-02,.70092940E-02
-14934.852,-.14798767E-01,.24853658E-04
-14934.654,-.15565512E-01,-.13366367E-02
-14934.174,-.14965216E-01,-.14065325E-01
-14938.400,-.71346945E-01,-.41969926E-01
-14937.866,-.64780130E-01,-.25838033E-01
-14934.376,-.28519586E-01,-.10228322E-01
-14933.987,-.19456831E-01,-.84726848E-02
-14934.577,-.38415147E-01,-.17235629E-01
-14933.961,-.23649741E-01,-.11485605E-01
-14935.132,-.33604313E-01,-.27829582E-01
-14934.496,-.34784899E-01,-.14280525E-01
-14935.546,-.30657980E-01,-.54823762E-02
-14935.458,-.18249565E-01,.10441169E-02
-14934.893,-.23106535E-01,-.38432460E-02
-14934.893,-.23106535E-01,-.38432460E-02
-14934.589,-.82969211E-02,.95252967E-03
-14934.098,-.28493948E-01,-.18903213E-01
-14934.098,-.28493948E-01,-.18903213E-01
-14934.451,-.27608167E-02,-.70833761E-02
-14934.330,-.10038557E-01,-.14524673E-02
-14934.486,-.39459144E-01,-.21693807E-01
-14934.529,-.33812867E-01,-.13121866E-01
-14934.564,-.65756263E-02,-.11352281E-01
-14934.564,-.65756263E-02,-.11352281E-01
-14935.034,-.22974913E-01,-.23330466E-01
-14933.958,-.26411111E-01,-.15284374E-01
-14934.182,-.82351419E-02,-.91247219E-02
-14934.209,-.60371579E-02,-.23393637E-02
-14936.062,.19079547E-01,.11559690E-01
-14936.088,.17821480E-01,.12390949E-01
-14934.092,-.28001339E-01,-.18762822E-01
-14934.092,-.28001339E-01,-.18762822E-01
-14934.079,-.24145181E-01,-.10022054E-01
-14934.079,-.24145181E-01,-.10022054E-01
-14934.586,-.15519061E-01,-.17321655E-01
-14935.029,-.45933755E-01,-.22047041E-01
-14934.724,-.33477390E-01,-.25537997E-01
-14935.325,.78649282E-02,.81611864E-02
-14936.025,-.45997624E-01,-.14844103E-01
-14934.501,-.35396163E-01,-.14808183E-01
-14934.063,-.10715661E-01,-.95822909E-02
-14934.833,-.18194924E-01,-.20066702E-01
-14934.396,-.61305646E-02,-.32315069E-04
-14934.282,-.16923642E-01,-.16120565E-01
-14933.928,-.21119515E-01,-.10488698E-01
-14934.680,-.42392820E-01,-.23201907E-01
-14934.205,-.62426236E-02,-.74292158E-02
-14934.170,-.15792672E-01,-.14535568E-01
-14935.015,-.44976805E-01,-.20654124E-01
-14935.266,-.28571577E-01,-.53361246E-02
-14934.464,-.90047020E-02,-.12422763E-01
-14934.690,-.42142078E-01,-.21228016E-01
-14936.195,-.39018741E-01,-.33808325E-01
-14935.809,-.41723681E-01,-.12236344E-01
-14934.011,-.26008225E-01,-.12398929E-01
-14935.950,.19632759E-01,.84237379E-02
-14936.823,.15277475E-01,-.48783911E-02
-14934.988,-.25123739E-01,-.24069968E-01
-14935.060,-.46392383E-01,-.27513732E-01
-14934.874,-.21889095E-01,-.32804647E-02
-14936.594,.23716400E-01,.14301439E-01
-14934.789,.52988240E-02,-.13270570E-02
-14934.677,.13758983E-02,.29595617E-02
-14934.115,-.10670636E-01,-.38501380E-02
-14933.992,-.15998666E-01,-.69390359E-02
-14934.691,-.13779933E-02,.30877551E-02
-14934.311,-.15116670E-01,-.33340656E-02
-14934.110,-.77934234E-02,-.40214097E-02
-14934.684,-.32000575E-01,-.10583572E-01
-14934.095,-.31347194E-01,-.17173996E-01
-14935.423,-.45092698E-01,-.17270457E-01
-14936.576,-.60641187E-01,-.30156564E-01
-14935.436,-.44137260E-01,-.31398118E-01
-14934.527,-.35171418E-01,-.24336709E-01
-14934.527,-.35171418E-01,-.24336709E-01
-14936.532,-.15375539E-01,.59726889E-02
-14934.977,.61507718E-02,.53122286E-02
-14934.032,-.28785193E-01,-.17439110E-01
-14934.490,-.33691157E-01,-.23858771E-01
-14936.680,.23766747E-01,.15091003E-01
-14933.948,-.25989303E-01,-.14654238E-01
-14934.637,.33610744E-02,-.16487371E-02
-14934.014,-.10033967E-01,-.71012639E-02
-14934.794,-.37962294E-01,-.26739729E-01
-14936.293,.19335672E-01,.20696474E-02
-14936.637,-.12391662E-01,-.23416249E-01
-14933.896,-.17923356E-01,-.99982510E-02
-14936.808,-.59971562E-01,-.25970909E-01
-14935.462,-.33523878E-01,-.76955442E-02
-14934.522,-.30279046E-01,-.10403150E-01
-14934.573,-.16846031E-02,.20315445E-02
-14934.792,.58118525E-02,.25028737E-02
-14934.215,-.16767181E-01,-.47925028E-02
-14935.958,-.54900086E-01,-.32696819E-01
-14934.471,-.38906330E-01,-.19942828E-01
-14936.526,-.40430841E-01,-.35369725E-01
-14934.925,-.70124609E-02,-.13829687E-01
-14935.885,.34562087E-02,-.10670996E-01
-14937.781,.15437752E-01,-.81415237E-02
-14935.371,-.33964343E-01,-.29044808E-01
-14934.037,-.11486686E-01,-.98294527E-02
-14933.909,-.21592917E-01,-.13762442E-01
-14934.069,-.28920722E-01,-.18382654E-01
-14934.483,-.21821751E-01,-.53711024E-02
-14933.896,-.21138536E-01,-.11617277E-01
-14933.966,-.13030699E-01,-.69415484E-02
-14934.012,-.12716225E-01,-.10447651E-01
-14934.754,.42183679E-02,.31249227E-02
-14936.446,-.59624575E-01,-.29541136E-01
-14935.275,-.42438594E-01,-.15613349E-01
-14933.917,-.23633922E-01,-.12850004E-01
-14935.378,.10296287E-01,-.16157396E-02
-14933.989,-.23512436E-01,-.16184049E-01
-14934.580,.24207343E-02,-.21215774E-02
-14934.945,.68990388E-02,.46102760E-02
-14937.716,-.51299055E-01,-.12909430E-01
-14934.291,-.27584637E-02,-.21124114E-02
-14939.611,-.78295633E-01,-.37405362E-01
-14935.590,-.39675773E-01,-.11603027E-01
-14935.173,-.21928079E-01,-.23442386E-01
-14934.326,-.14703934E-01,-.30623484E-02
-14936.532,.22398377E-01,.14426696E-01
-14935.594,.15874620E-01,.71138615E-02
-14935.075,-.45739964E-01,-.28223135E-01
-14934.519,-.17218939E-01,-.28543208E-02
-14933.960,-.20174239E-01,-.92871614E-02
-14934.302,-.10088668E-01,-.11918558E-01
-14936.295,-.37152278E-01,-.69928718E-02
-14934.799,-.25248319E-01,-.55213456E-02
-14937.023,-.62742454E-01,-.28848064E-01
-14936.434,.90884824E-02,.14023666E-01
-14934.072,-.13726925E-01,-.51045903E-02
-14936.389,.47607354E-02,.12886006E-01
-14934.209,-.43561257E-02,-.38140946E-02
-14936.704,-.60799663E-01,-.28476913E-01
-14934.737,-.12527087E-01,-.16397563E-01
-14936.880,-.57198497E-01,-.38841599E-01
-14934.591,-.32281851E-01,-.24369008E-01
-14933.996,-.15599516E-01,-.67554752E-02
-14934.660,.41375542E-02,.45738919E-03
-14934.800,-.36711339E-01,-.26647819E-01
-14934.582,-.20725168E-01,-.41955445E-02
-14935.854,.54556179E-02,.10881977E-01
-14934.066,-.14950099E-01,-.12916825E-01
-14934.362,-.31057582E-02,-.63075572E-02
-14935.571,.15746412E-01,.59390193E-02
-14934.296,-.56619133E-02,-.10699005E-02
-14936.070,.18355389E-01,.12035253E-01
-14935.086,.96272938E-02,.48072107E-02
-14935.289,.76621786E-02,.79000345E-02
-14935.101,-.66798227E-02,-.14480391E-01
-14936.886,.98727134E-02,-.95414807E-02
-14935.040,-.44357744E-01,-.19508167E-01
-14934.084,-.13831970E-01,-.49875938E-02
-14934.290,-.10359411E-01,-.18815974E-02
-14935.069,-.23591450E-01,-.23765892E-01
-14936.169,-.39530942E-01,-.33860902E-01
-14936.437,-.47828395E-01,-.36660426E-01
-14934.847,.65367267E-02,-.81138148E-04
-14935.554,-.32755103E-01,-.29411432E-01
-14935.645,-.52941259E-01,-.26482223E-01
-14934.168,-.13338274E-01,-.12961890E-01
-14934.168,-.13338274E-01,-.12961890E-01
-14935.115,-.45486752E-01,-.28794151E-01
-14934.665,.41517308E-02,-.37080806E-03
-14933.901,-.21734076E-01,-.13420969E-01
-14933.901,-.21734076E-01,-.13420969E-01
-14935.016,-.38071311E-01,-.13319793E-01
-14934.799,-.59370797E-02,.29177587E-02
-14934.867,-.44824912E-01,-.24880640E-01
-14935.767,.16137480E-01,.24642702E-02
-14934.945,.80648078E-02,.33405551E-02
-14934.197,-.67982901E-02,-.24404779E-02
-14934.847,-.41168284E-01,-.17550846E-01
-14934.100,-.23943596E-01,-.17814446E-01
-14934.070,-.25620033E-01,-.11159001E-01
-14934.337,-.18243923E-01,-.45155788E-02
-14934.722,.42508551E-02,.25413651E-02
-14934.520,-.21234118E-01,-.19903973E-01
-14934.803,-.62746436E-02,.28494149E-02
-14934.961,-.29298734E-02,.46249689E-02
-14934.797,.72675303E-03,-.69385333E-02
-14934.202,-.31808098E-01,-.20541632E-01
-14934.301,-.20425860E-01,-.58593074E-02
-14934.180,-.55270198E-02,-.32378586E-02
-14934.853,.44876740E-02,-.34598709E-02
-14934.308,-.16650982E-01,-.16165405E-01
-14934.269,-.29716500E-02,-.33673370E-02
-14935.283,-.45427244E-01,-.30315487E-01
-14934.770,-.13293548E-01,-.17031958E-01
-14934.005,-.21956847E-01,-.95875245E-02
-14934.008,-.22259306E-01,-.16054899E-01
-14934.365,-.10950912E-02,-.30532580E-02
-14934.368,-.37369500E-01,-.20946438E-01
-14934.740,-.13548798E-01,-.24146295E-04
-14934.302,-.13184027E-01,-.26741582E-02
-14935.106,-.46784327E-01,-.22390122E-01
-14934.285,-.25673326E-01,-.90217338E-02
-14934.292,-.10523245E-01,-.12140457E-01
-14934.884,.70229863E-02,.33150184E-02
-14936.277,.22360620E-01,.73648138E-02
-14937.855,-.64208174E-03,.15588341E-01
-14935.453,.45072613E-02,.87523311E-02
-14934.059,-.28931429E-01,-.14296229E-01
-14933.986,-.26524281E-01,-.13462197E-01
-14935.453,.82661090E-02,-.43843922E-02
-14933.975,-.27064444E-01,-.15932724E-01
-14933.975,-.27064444E-01,-.15932724E-01
-14935.119,-.47166502E-01,-.27765641E-01
-14934.180,-.82406434E-02,-.91002042E-02
-14934.365,-.37038448E-01,-.19017604E-01
-14934.990,-.80012578E-02,-.14823939E-01
-14934.500,-.11189235E-01,-.14161492E-01
-14933.970,-.11936032E-01,-.81704844E-02
-14934.466,-.38097242E-01,-.18459843E-01
-14934.931,.62349371E-02,-.21046500E-02
-14934.025,-.15973458E-01,-.64540092E-02
-14935.574,-.48092198E-01,-.19471163E-01
-14934.235,-.29537769E-01,-.20784289E-01
-14935.796,-.53860980E-01,-.25909165E-01
-14934.339,-.34080030E-01,-.22309613E-01
-14937.244,-.17448113E-01,.69756061E-02
-14934.102,-.30237873E-01,-.14856535E-01
-14933.999,-.15316395E-01,-.66209944E-02
-14934.108,-.27800061E-01,-.18957543E-01
-14934.862,.47577909E-02,.43822224E-02
-14935.816,.15659979E-01,.10735583E-01
-14934.553,-.15127401E-01,-.17284330E-02
-14935.305,-.46869877E-01,-.20173396E-01
-14934.382,-.27326473E-02,-.61667408E-02
-14934.355,-.74074287E-02,-.10324971E-01
-14934.272,-.74324134E-02,-.95133188E-02
-14936.318,-.38485523E-02,-.17321990E-01
-14934.347,-.19401107E-01,-.17903171E-01
-14934.441,-.48879326E-03,.95802119E-04
-14936.927,.28326959E-01,.11386812E-01
-14934.362,-.14774539E-01,-.28253015E-02
-14936.509,-.47857075E-01,-.14360343E-01
-14934.851,-.34537634E-01,-.26572408E-01
-14934.190,-.32283736E-01,-.20262120E-01
-14934.190,-.32283736E-01,-.20262120E-01
-14934.120,-.20807536E-01,-.16734461E-01
-14933.964,-.24689529E-01,-.12242928E-01
-14935.408,.12055654E-01,.40935774E-03
-14935.274,-.48294188E-01,-.22609277E-01
-14934.516,-.32491892E-01,-.23867669E-01
-14934.193,-.23958899E-01,-.18748674E-01
-14934.033,-.25930568E-01,-.11944335E-01
-14934.033,-.25930568E-01,-.11944335E-01
-14934.817,-.94551949E-02,-.14890355E-01
-14934.098,-.24135522E-01,-.97968557E-02
-14934.262,-.28081879E-01,-.10876383E-01
-14935.160,-.39521573E-01,-.13689340E-01
-14933.949,-.13313791E-01,-.93029953E-02
-14934.138,-.31007281E-01,-.15035018E-01
-14935.736,.16984330E-01,.87250306E-02
-14934.901,-.39384478E-01,-.15264418E-01
-14935.758,-.32511724E-01,-.58447614E-02
-14934.792,-.37874383E-01,-.14665736E-01
-14934.578,-.39061252E-01,-.18037168E-01
-14935.028,-.46312785E-01,-.26972710E-01
-14934.615,-.97130053E-02,.67882437E-03
-14934.063,-.30303207E-01,-.17455223E-01
-14934.063,-.30303207E-01,-.17455223E-01
-14934.214,-.25058315E-01,-.92341020E-02
-14934.677,-.10920048E-02,-.76496669E-02
-14934.256,-.69897202E-02,-.16118465E-02
-14935.148,-.45932283E-01,-.28979059E-01
-14935.322,-.12719632E-01,.30023231E-02
-14935.542,-.19343931E-01,-.23616864E-01
-14934.535,-.16975535E-01,-.26467553E-02
-14934.051,-.87095417E-02,-.63551932E-02
-14934.624,-.20873586E-01,-.20331423E-01
-14934.948,.82999040E-02,.24084713E-02
-14934.144,-.32533936E-01,-.17373253E-01
-14935.188,-.19015454E-01,-.40483524E-03
-14935.332,.53074886E-02,.81496151E-02
-14935.252,.12135556E-01,.41602391E-02
-14937.710,-.36490021E-01,-.37494153E-01
-14937.890,-.43628329E-01,-.40389623E-01
-14934.652,-.58200020E-03,-.69511672E-02
-14934.747,.52429685E-02,-.32738732E-03
-14934.537,-.38995545E-01,-.18582288E-01
-14934.572,-.12188697E-01,-.44685540E-03
-14934.240,-.92515490E-02,-.21105240E-02
-14935.940,.12130154E-01,-.35562748E-02
-14934.032,-.21890378E-01,-.91827276E-02
-14934.297,-.33457969E-01,-.21792160E-01
-14933.958,-.21146275E-01,-.98713127E-02
-14933.958,-.21146275E-01,-.98713127E-02
-14934.371,-.42032942E-02,-.13725045E-03
-14936.373,-.10343999E-01,-.21467495E-01
-14934.044,-.28424475E-01,-.17888336E-01
-14935.077,-.79952749E-02,.37381962E-02
-14934.358,-.59474735E-02,-.91169286E-02
-14934.458,-.49721013E-02,-.92268853E-02
-14934.765,.42855199E-02,-.25876843E-02
-14934.308,-.25822542E-01,-.20398068E-01
-14937.680,-.90944634E-02,-.24303181E-01
-14934.522,-.10258525E-01,-.13690297E-01
-14935.749,-.10115593E-01,-.19279926E-01
-14934.976,-.27416870E-01,-.24950489E-01
-14934.134,-.32346733E-01,-.18429605E-01
-14934.032,-.28973485E-01,-.15169196E-01
-14934.527,-.72359194E-02,-.11585579E-01
-14934.787,-.42315407E-01,-.26129141E-01
-14935.101,-.29317397E-01,-.65339521E-02
-14935.974,.88389305E-02,-.67285771E-02
-14934.430,-.28985366E-01,-.10140954E-01
-14934.430,-.28985366E-01,-.10140954E-01
-14933.998,-.11857669E-01,-.93048306E-02
-14936.823,-.62029059E-01,-.35798844E-01
-14934.193,-.31614445E-01,-.20411513E-01
-14938.153,.32564066E-01,.22212274E-01
-14937.531,.20103808E-01,-.34094439E-02
-14935.237,-.46561291E-01,-.20409155E-01
-14934.498,-.13526513E-01,-.15624513E-01
-14934.753,.53066524E-02,.20705399E-02
-14934.325,-.34873937E-01,-.21990672E-01
-14934.159,-.71391979E-02,-.30736928E-02
-14934.463,-.38984429E-01,-.21949950E-01
-14933.945,-.25380523E-01,-.13604903E-01
-14934.491,-.96162852E-02,-.10509143E-03
-14933.900,-.22498853E-01,-.12945712E-01
-14934.584,-.67996460E-04,-.57372808E-02
-14935.025,.64858621E-02,-.28647849E-02
-14934.639,-.23729194E-01,-.21714094E-01
-14936.497,.24733171E-01,.10511318E-01
-14933.934,-.25105991E-01,-.14612514E-01
-14934.196,-.13577025E-01,-.37230368E-02
-14935.649,-.45865222E-01,-.16652267E-01
-14935.848,-.35379631E-01,-.74052277E-02
-14934.073,-.13995851E-01,-.12361310E-01
-14934.854,-.28863085E-01,-.74574898E-02
-14934.598,-.56749634E-04,-.58733895E-02
-14935.827,-.11073442E-01,-.20117394E-01
-14934.969,-.29925890E-01,-.25850641E-01
-14933.966,-.21302336E-01,-.98183216E-02
-14934.480,-.25012291E-02,-.71428024E-02
-14936.488,.16563878E-01,-.21680440E-02
-14935.857,-.21580489E-01,.81381768E-03
-14934.393,-.26065049E-02,.36254493E-05
-14934.393,-.26065049E-02,.36254493E-05
-14934.274,-.34158583E-02,-.19948323E-02
-14934.491,-.38204478E-01,-.18175244E-01
-14935.840,-.31575975E-01,-.30065820E-01
-14935.413,-.31126553E-01,-.63190389E-02
-14935.825,.17533867E-01,.41735566E-02
-14934.119,-.30867764E-01,-.19132064E-01
-14934.137,-.31376700E-01,-.15515569E-01
-14934.588,-.40165109E-01,-.19550951E-01
-14937.430,.25108074E-01,.18372260E-02
-14934.789,-.10565209E-01,.13826447E-02
-14934.022,-.24011429E-01,-.16855963E-01
-14935.389,.15102756E-02,.78889307E-02
-14934.739,-.73538743E-02,.21630582E-02
-14934.529,-.16154374E-01,-.23194437E-02
-14934.431,-.62264358E-02,.26757986E-03
-14935.517,-.33165047E-01,-.29399884E-01
-14934.920,-.33323920E-01,-.10156879E-01
-14935.949,-.17257489E-01,.32665338E-02
-14934.039,-.20745632E-01,-.15824874E-01
-14934.128,-.15292827E-01,-.13830301E-01
-14934.206,-.45934996E-02,-.32633497E-02
-14935.197,-.48687887E-01,-.25319812E-01
-14934.860,.60983242E-02,.37458314E-02
-14934.449,-.73955597E-03,.36287637E-03
-14934.887,.73731492E-02,.26815878E-02
-14934.275,-.34644974E-01,-.21140810E-01
-14935.665,-.27287747E-01,-.27735448E-01
-14934.530,.50012233E-03,.12367426E-02
-14935.503,.14651342E-01,.37979829E-02
-14934.278,-.25292762E-01,-.88347868E-02
-14935.967,.60744449E-02,-.89796308E-02
-14933.904,-.19747095E-01,-.12908452E-01
-14934.003,-.27212727E-01,-.13743347E-01
-14934.470,-.37448463E-01,-.23513332E-01
-14934.539,-.18374686E-02,.17006035E-02
-14936.142,-.24099089E-01,-.27941818E-01
-14935.304,-.26345853E-01,-.25952277E-01
-14935.024,-.46113651E-01,-.22509640E-01
-14934.372,-.21908463E-01,-.19274797E-01
-14935.100,.22660601E-02,-.76924132E-02
-14935.018,-.38125573E-01,-.28270532E-01
-14937.510,-.66554199E-01,-.31715710E-01
-14934.320,-.24028225E-02,-.15142375E-02
-14935.923,.58592005E-04,.98634460E-02
-14934.678,-.26447472E-01,-.68910380E-02
-14934.198,-.32304710E-01,-.20405244E-01
-14933.916,-.23328815E-01,-.12590401E-01
-14934.674,-.37296711E-01,-.15072339E-01
-14934.371,-.61008041E-02,-.26964721E-03
-14934.255,-.71470007E-02,-.16363097E-02
-14933.918,-.23881201E-01,-.13127864E-01
-14933.980,-.21515939E-01,-.15334926E-01
-14934.474,-.16613046E-01,-.17264974E-01
-14935.116,.10066069E-01,.49124887E-02
-14934.990,-.34957895E-01,-.10984095E-01
-14935.513,-.34878516E-01,-.84079206E-02
-14935.466,-.16603894E-01,.18560761E-02
-14935.908,-.51858362E-01,-.21555890E-01
-14934.055,-.25751173E-01,-.17806848E-01
-14934.051,-.88305116E-02,-.56392368E-02
-14934.773,-.28078982E-01,-.73838360E-02
-14934.718,-.26724600E-01,-.23377285E-01
-14934.437,-.38380329E-01,-.22112014E-01
-14934.317,-.32363266E-01,-.13848967E-01
-14934.127,-.29606903E-01,-.13711127E-01
-14935.553,.15195865E-01,.40376331E-02
-14935.847,-.22955546E-01,-.26444793E-01
-14935.339,.12357390E-01,.68239340E-02
-14935.526,-.17924846E-01,.14587589E-02
-14934.531,-.16112840E-01,-.22857120E-02
-14933.913,-.16245649E-01,-.10935028E-01
-14933.913,-.16245649E-01,-.10935028E-01
-14933.913,-.16245649E-01,-.10935028E-01
-14933.913,-.16245649E-01,-.10935028E-01
-14933.930,-.24731197E-01,-.14664356E-01
-14935.129,-.78349321E-02,.40388014E-02
-14934.143,-.67265366E-02,-.66837939E-02
-14934.757,-.37735247E-01,-.14806179E-01
-14935.202,.78659689E-03,-.95211788E-02
-14936.603,.22094440E-01,.15115058E-01
-14938.475,.18233805E-01,-.80193751E-02
-14936.239,.15924152E-02,-.13394667E-01
-14935.041,-.46882322E-01,-.24237920E-01
-14933.948,-.13220817E-01,-.90677713E-02
-14933.959,-.20123834E-01,-.92705682E-02
-14935.093,-.21533831E-01,-.22914065E-01
-14934.387,-.17963646E-01,-.40407831E-02
-14934.607,-.11896160E-01,-.15278462E-01
-14934.323,-.35508992E-01,-.21715411E-01
-14933.893,-.20304808E-01,-.11219096E-01
-14935.118,-.41869425E-01,-.16099596E-01
-14935.459,-.49995898E-01,-.23103437E-01
-14936.834,.25631989E-01,.15484068E-01
-14934.401,-.69731576E-02,-.13067102E-03
-14934.910,-.40286576E-01,-.27728667E-01
-14935.522,.10416032E-01,.94390287E-02
-14933.938,-.24774255E-01,-.13150803E-01
-14934.651,-.16543842E-01,-.18255160E-01
-14935.441,.13743258E-01,.29036839E-02
-14934.400,-.31440626E-03,-.18490064E-02
-14933.921,-.24327257E-01,-.13735551E-01
-14934.292,-.26187602E-02,-.38867565E-02
-14934.487,-.18502379E-01,-.18355754E-01
-14934.852,-.11972262E-01,.11821682E-02
-14935.013,-.29313771E-01,-.25844937E-01
-14938.269,-.64317344E-01,-.23286962E-01
-14934.308,-.25468546E-01,-.87074276E-02
-14934.375,-.37428195E-01,-.19690913E-01
-14934.375,-.24491319E-01,-.76072041E-02
-14933.894,-.19938007E-01,-.12548008E-01
-14934.811,-.63481392E-02,-.12750238E-01
-14934.978,-.28557427E-01,-.66363115E-02
-14933.902,-.21856198E-01,-.11864907E-01
-14935.834,.91731449E-02,-.57424587E-02
-14935.834,.91731449E-02,-.57424587E-02
-14934.719,-.13910744E-01,-.17128406E-01
-14934.564,-.19149046E-01,-.19140449E-01
-14935.758,.16966449E-01,.91727078E-02
-14933.990,-.24470499E-01,-.16468983E-01
-14936.556,.98279965E-02,.14642636E-01
-14934.059,-.15822605E-01,-.13398149E-01
-14934.672,-.79334351E-02,.15863155E-02
-14933.922,-.14730428E-01,-.85619831E-02
-14934.031,-.21790586E-01,-.91399888E-02
-14934.259,-.35275946E-01,-.19550748E-01
-14933.955,-.25573375E-01,-.15671619E-01
-14934.952,-.58440320E-03,.50435999E-02
-14934.433,-.83967506E-02,-.11745094E-01
-14934.864,-.21522988E-01,-.31328232E-02
-14935.326,-.16390397E-01,.14068625E-02
-14933.922,-.21014493E-01,-.10552605E-01
-14933.893,-.18469127E-01,-.11702323E-01
-14933.893,-.18469127E-01,-.11702323E-01
-14933.901,-.16232478E-01,-.98819530E-02
-14935.072,-.47363340E-01,-.25668366E-01
-14935.128,-.30753496E-01,-.26893093E-01
-14935.448,-.41316286E-01,-.31172497E-01
-14933.975,-.16984100E-01,-.12931335E-01
-14935.560,-.27694913E-01,-.36240760E-02
-14934.290,-.26808890E-02,-.39691183E-02
-14935.867,-.55009297E-01,-.27683887E-01
-14934.122,-.20257209E-01,-.72858621E-02
-14933.970,-.24487865E-01,-.16078833E-01
-14933.979,-.24271085E-01,-.16213850E-01
-14934.267,-.19423270E-01,-.17329709E-01
-14935.235,-.53096889E-02,-.14177611E-01
-14934.823,-.30063848E-01,-.25142240E-01
-14935.306,-.28625838E-01,-.52020994E-02
-14934.030,-.17217794E-01,-.13878555E-01
-14934.726,.25988459E-02,-.42954961E-02
-14934.306,-.25015183E-01,-.84375927E-02
-14934.250,-.33451909E-01,-.21072252E-01
-14934.636,-.49681870E-02,.21134834E-02
-14934.746,.51367471E-02,.21248195E-02
-14934.746,.51367471E-02,.21248195E-02
-14934.094,-.13936135E-01,-.12575666E-01
-14934.212,-.32405763E-01,-.15296753E-01
-14937.024,.17475195E-01,-.37558662E-02
-14937.270,-.57372104E-01,-.20122134E-01
-14935.548,-.37492159E-01,-.30832874E-01
-14934.654,-.19613919E-01,-.32332165E-02
-14934.069,-.21254961E-01,-.16401342E-01
-14935.480,-.40236252E-01,-.12570803E-01
-14934.413,-.26287935E-01,-.84522780E-02
-14934.238,-.29430588E-01,-.12157008E-01
-14934.010,-.28639330E-01,-.15928586E-01
-14934.543,-.33479361E-03,.16347520E-02
-14936.695,.11716141E-01,-.73809949E-02
-14934.980,-.33962298E-02,-.11543451E-01
-14935.129,.10202214E-01,.50525638E-02
-14934.647,-.24761409E-02,.26155852E-02
-14934.674,-.35647247E-01,-.25593448E-01
-14936.222,.19771067E-01,.12829340E-01
-14934.291,-.13710658E-01,-.14280270E-01
-14934.542,-.39590161E-01,-.23657245E-01
-14935.308,-.18491687E-01,.34270323E-03
-14934.123,-.31130682E-01,-.15513380E-01
-14937.029,-.21555484E-02,-.18392571E-01
-14935.173,-.42391702E-01,-.16233201E-01
-14935.120,-.43161232E-01,-.29268897E-01
-14935.001,-.23577043E-01,-.35980671E-02
-14936.517,.20417276E-01,.14930620E-01
-14934.095,-.73994632E-02,-.50822463E-02
-14934.321,-.31640479E-01,-.13150891E-01
-14934.391,-.33943092E-01,-.22926070E-01
-14934.621,-.15822042E-01,-.16343053E-02
-14934.090,-.16115590E-01,-.57120503E-02
-14935.127,-.85743877E-02,-.15841373E-01
-14936.908,-.25704577E-01,-.30925066E-01
-14934.903,-.14543982E-01,-.18414393E-01
-14934.315,-.30064798E-01,-.21680472E-01
-14935.843,-.29987495E-01,-.29470732E-01
-14934.447,-.38713713E-01,-.21836364E-01
-14934.780,.47743829E-02,-.20709681E-02
-14934.270,-.35515248E-01,-.19760982E-01
-14933.939,-.16616967E-01,-.81470769E-02
-14935.371,-.36835266E-01,-.10448333E-01
-14935.569,-.95101245E-02,.52708218E-02
-14935.292,-.10975628E-02,-.11444141E-01
